"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1964","""Qual é il primo che hai fatto?"" chiedo.""La stella di David, me la sono tatuata quando ho cominciato a giocare a football"" indica il suo gomito destro.""Dove giocavi?"" domando curiosa, mi rendo conto che non so molto del suo passato.""In Gran Bretagna"" mi coglie di sorpresa e mi ruba un bacio a stampo.",1,2,0,1,3,0,2,3,0,4
"1965","""Non vale"" ridacchio.",0,0,0,0,0,0,0,0,0,0
"1966","Si avvicina per baciarmi di nuovo, ma mi copro la bocca con la mano.""Devi farti perdonare"" lo guardo divertita.",0,0,0,0,0,0,1,0,0,1
"1967","Mi attira a sé e mi abbraccia.",0,0,0,0,0,0,0,0,0,0
"1968","""Per ora mi accontenterò di questo allora"" mi stampa un tenero bacio sulla guancia.",0,1,0,0,1,0,1,0,0,1
"1969","""Domani mattina però non mi sfuggirai"" le sue labbra si posano sul mio collo, i brividi cominciano a percorrere il mio corpo.",0,2,0,0,0,0,0,0,0,0
"1970","Mi addormento fra le sue braccia, la mia schiena è a contatto con il suo petto caldo, mi stringe a sé e le nostre gambe sono intrecciate.",1,0,0,0,0,0,0,0,0,1
"1971","Percepisco il suo respiro sul collo e il suo profumo di menta.",0,0,0,0,0,0,1,0,0,0
"1972","Mi piacerebbe addormentarmi ogni giorno in questo modo, così sto davvero bene.",0,0,0,0,0,0,0,0,0,0
"1973","Un capitolo un po‘ più lungo del solito, fatemi sapere se vi è piaciuto!",0,1,0,0,0,0,0,1,0,1
"1974","Mi risveglio avvolta dalle sue braccia, mi volto e trovo quei due occhi di ghiaccio rivolti verso di me.""Buongiorno Matt"" odio la mia voce quando sono appena sveglia, la trovo così impastata e fastidiosa.",2,0,2,2,0,2,0,0,2,0
"1975","""Buongiorno"" ricambia, si legge dai suoi occhi che ha in mente qualcosa.""Allora.."" si fa spazio e fra le mie cosce con il suo ginocchio, è sopra di me e si tiene in equilibrio sui suoi gomiti.""Stamattina posso di nuovo baciarti?"" appoggia le sue labbra morbide e calde sul mio collo.",0,0,0,0,0,0,0,1,0,3
"1976","""No"" cerco di sembrare calma, ma le mie guance si accaldano tradendomi.",0,0,0,0,0,0,0,0,1,1
"1977","""Ne sei proprio sicura?"" mi solleva la maglietta, mi bacia ogni centimetro di pelle fino ad arrivare all‘altezza dell‘ombelico.",0,1,0,0,0,0,0,0,0,0
"1978","Comincia a scendere con le sue labbra sempre più in basso, il mio corpo si infiamma al suo tocco.",0,0,0,0,0,0,0,0,0,0
"1979","""Sicurissima"" in realtà non lo sono minimamente.",0,0,0,0,0,0,0,0,0,0
"1980","Mi sfila velocemente i leggins, mi lascia una serie di baci nell‘interno coscia.",0,0,1,0,0,0,0,2,0,1
"1981","Perdo completamente il controllo sul mio corpo, non riuscirò a dirgli di no ancora a lungo.",0,1,0,0,0,0,0,1,1,3
"1982","Scivola con la sua lingua sulla mia intimità, accarezza il mio punto più sensibile.""Okay basta"" si stacca da me ridacchiando.",0,0,0,0,0,0,0,0,0,0
"1983","""Non ricomincerò se non sarai tu a chiedermelo"" percepisco le sue dita che sfiorano il mio centro, vuole farmi impazzire.",1,0,0,1,0,0,0,1,1,1
"1984","""Che devo fare?"" un sorriso beffardo si dipinge sulle sue labbra.",1,1,1,0,2,1,2,2,1,2
"1985","""Non ti dirò nulla"" sbuffo, non gli darò questa soddisfazione.",0,0,0,0,0,0,0,0,0,0
"1986","Continua a torturarmi sfiorandomi con le dita.",0,0,0,0,0,0,0,0,0,0
"1987","Penso che cederò a breve, ottimo lavoro Melissa.",0,1,0,0,1,0,1,1,0,3
"1988","""So che lo vuoi"" mi lancia uno sguardo tremendamente attraente.",1,1,0,1,0,0,0,0,1,0
"1989","""Okay lo voglio, ma sei uno stronzo"" mormoro con un filo di voce, non resisto più.""Non ho sentito bene"" sogghigna.",0,0,0,0,0,0,0,0,0,0
"1990","""Lo voglio Matt"" mugugno, ha ottenuto ciò che voleva.",0,0,0,0,0,0,0,0,0,0
"1991","Smette di usare le dita, inizia a stimolarmi con la lingua nel mio punto più sensibile.",0,0,0,0,0,0,0,0,0,0
"1992","Fa scivolare due dita, poi una dentro di me.",0,0,0,0,0,0,1,0,1,0
"1993","Esce fuori e rientra dentro velocemente, lo sento ansimare contro la mia intimità.",1,0,0,0,0,0,0,0,1,0
"1994","Risale velocemente, comincia a baciarmi in modo sempre più intenso.",1,0,1,1,1,0,1,1,1,1
"1995","La sua lingua si scontra con la mia, mentre infila la sua intimità dentro di me.",0,0,0,0,0,0,0,0,0,0
"1996","Spinge prima lentamente, poi in modo sempre più intenso.",1,0,1,1,1,0,1,1,1,1
"1997","Si sfila velocemente da me, restiamo stesi l‘uno sull‘altro con il respiro affannato.",0,0,0,0,0,0,1,0,0,0
"1998","Potrei quasi confondere il mio respiro con il suo da quanto le nostre bocche sono vicine.",0,0,0,0,0,0,1,0,2,0
"1999","- Vado a fare una corsa in spiaggia, sento davvero il bisogno di allenarmi.",0,0,0,1,1,1,0,0,1,0
"2000","Indosso un paio di leggins e un reggiseno sportivo nero, mi lego i capelli in una coda morbida e mi reco nella spiaggia del campus.",0,0,0,0,1,1,0,0,1,0
"2001","Delle goccioline di sudore bagnano la mia fronte, oggi fa davvero caldo.",1,0,0,1,0,0,0,0,0,0
"2002","Vedo Mattia in lontananza seduto da solo sulla riva del mare, mi avvicino a lui.""Hey"" non mi guarda.""Mattia che succede?"" si gira verso di me, mi accorgo subito che ha gli occhi lucidi.",0,1,0,0,0,0,1,0,1,2
"2003","Mi siedo accanto a lui e lo abbraccio, lui c‘è sempre stato per me quando ho avuto bisogno.""Ti va di parlare?"" domando.""Si tratta di Cynthia, penso che mi stia tradendo di nuovo"" abbassa lo sguardo.",1,0,1,0,1,0,0,1,1,2
"2004","""Ho visto dei messaggi sul suo cellulare, io non.."" mormora.",0,0,0,0,0,0,0,0,0,0
"2005","""Sei coinvolta anche tu"" sputa tutto d‘un fiato.",0,0,0,0,0,0,0,0,0,0
"2006","Non capisco, la mia mente si annebbia.",0,0,0,0,0,0,0,0,0,1
"2007","""Di cosa stai parlando?"" chiedo, non riesco davvero a capire di cosa stia parlando.",1,0,1,0,0,0,0,0,1,0
"2008","""Ha mandato delle foto intime al tuo ragazzo, a Matt"" non appena sento queste parole il cuore inizia a martellarmi nel petto.",1,0,1,0,0,0,0,0,2,0
"2009","""Cosa?"" balbetto, mi tremano le mani.",0,0,0,0,0,0,0,0,0,0
"2010","""Matt le ha detto che non era corretto nei miei confronti, si è comportato bene come amico e come fidanzato sta tranquilla"" tiro un sospiro di sollievo, ma non capisco perché non me l‘abbia detto.",2,0,0,2,1,1,1,2,2,4
"2011","""Non mi ha detto nulla perché sapeva che io avrei sofferto"" una lacrima gli riga il volto.""Hey sei un ragazzo fantastico.",0,0,1,0,0,0,0,1,1,0
"2012","Sei bello fuori, ma lo sei soprattuto dentro.",0,1,0,0,1,1,1,1,0,2
"2013","Vedrai che troverai la persona giusta per te"" gli stampo un bacio sulla guancia.",0,1,0,0,1,0,1,0,0,1
"2014","""La devo lasciare.",0,0,0,0,0,0,0,0,0,0
"2015","Devo trovare il coraggio di parlarle, la sto evitando da quando l‘ho scoperto e lei non sa che io sono al corrente di queste cose che ha fatto"" sembra più convinto rispetto a qualche secondo fa.",0,1,0,1,1,0,0,3,0,7
"2016","""È la cosa giusta da fare, tu meriti di più di questo"" gli do una pacca sulla spalla.""Vado"" Mattia si alza e cerca di ripulirsi i pantaloni dai granelli di sabbia, poi si volta e fa ritorno in direzione del campus.",1,0,0,0,0,0,0,1,1,1
"2017","Riprendo a correre, tante domande tormentano la mia mente.",0,0,0,0,0,0,0,0,0,1
"2018","Perché Matt non mi ha detto nulla?",0,0,0,0,0,0,0,1,0,0
"2019","E se ci fosse stato dell‘altro fra lui e Cynthia?",0,0,0,0,0,0,0,0,0,0
"2020","Dovrei fidarmi del mio ragazzo, ma il mio sesto senso mi consiglia di scavare più a fondo.",0,0,1,0,0,1,0,0,2,1
"2021","Ma è possibile che in questa relazione io non possa mai stare tranquilla?",0,0,0,0,0,0,0,0,0,0
"2022","Secondo voi cosa c‘è fra Cynthia e Matt?",0,0,0,0,0,0,0,0,0,0
"2023","Guardo il mio riflesso nello specchio mentre arriccio il naso, devo assolutamente darmi una sistemata per la festa di stasera.",0,1,1,0,1,0,2,1,0,1
"2024","Sono due giorni che non riesco a dormire, continuo a ripensare alla storia di Cynthia e Matt.",0,0,0,0,0,0,0,0,0,0
"2025","Ho paura che il mio ragazzo mi stia nascondendo qualcosa perché, se non ci fosse stato nulla di male, avrebbe potuto dirmi tutto.",7,1,4,6,0,5,1,0,10,0
"2026","Prendo il ferro per i capelli, comincio a fare dei boccoli piuttosto morbidi.",0,0,0,0,0,0,0,1,0,1
"2027","Indosso una gonna in pelle nera a vita alta che abbino a un body bianco realizzato con un tessuto in pizzo lavorato.",1,1,0,1,1,1,0,2,1,2
"2028","Già mi vedo meglio, ma ho bisogno anche di un po‘ di trucco.",0,0,0,0,0,0,1,0,1,0
"2029","Stendo un rossetto rosso freddo sulle mie labbra, poi passò ad aggiungere eye - liner e mascara in abbondanza sulle mie ciglia.""Melissa"" Addison urla dal salotto, credo che lei e Violet siano già pronte da un pezzo.""Eccomi"" grido in risposta, mi precipito da loro per non farle aspettare ancora.",1,3,2,0,1,0,1,2,5,3
"2030","Come al solito, scendiamo nel parcheggio dove ci aspettano i ragazzi.",0,0,0,0,0,0,0,1,0,1
"2031","""Quinton, Ryan e Melissa vengono in macchina con me"" ordina Matt con tono autoritario.",0,0,0,0,0,0,0,1,0,0
"2032","""Io mi metto davanti"" Ryan tenta di rubare il mio posto sul sedile anteriore.",2,0,0,1,0,1,0,0,2,1
"2033","""No, davanti viene Melissa"" sogghigna Matt, non gli piace particolarmente che io stia dietro in mezzo ai suoi amici.",1,0,1,0,0,0,0,0,2,0
"2034","Faccio la linguaccia in risposta a Ryan, lui alza gli occhi al cielo.",0,0,0,0,0,0,0,0,0,1
"2035","In pochi minuti arriviamo di fronte alla villa dove si tiene la festa, Matt mi cinge la vita con un braccio mentre saliamo le scale che portano all‘ingresso.",0,1,0,0,1,0,1,1,0,1
"2036","""Devo fare una cosa e torno subito da te"" mi bacia dolcemente e se ne va, non mi lascia nemmeno il tempo di rispondergli.",0,2,0,0,0,0,1,0,1,1
"2037","Dove starà andando?",0,0,0,0,0,0,0,0,0,0
"2038","Non riesco proprio a fidarmi completamente di lui dopo ciò che ho recentemente scoperto e quasi sarei tentata di seguirlo, ma Quinton rovina i miei piani.",0,0,0,1,0,1,0,1,1,2
"2039","""Cos‘é quel muso lungo?"" il mio amico mi afferra per un braccio e mi trascina a ballare ignorando ogni mia protesta.",0,1,0,0,1,0,0,1,0,1
"2040","""Matt è sparito, tu sai cosa deve fare?"" provo a indagare e a tastare il terreno.""No, ma so che tu dovresti divertirti in questo momento.",0,0,1,0,0,0,0,1,2,1
"2041","Non puoi preoccuparti sempre di cosa fa Matt"" mi prende la mano e mi fa girare su me stessa.",0,0,0,0,0,0,0,0,0,0
"2042","""So io cosa ci vuole"" ridacchia Ryan.""Vieni"" ci porta di fronte al bancone che è stato allestito in occasione di questa festa.",0,1,0,0,1,0,1,0,0,1
"2043","""Tre giri di gin per i miei amici"" Ryan ordina al barista da bere tutti e tre.",0,0,0,0,0,0,0,1,1,0
"2044","""Io non reggo tanto quanto voi"" protesto, non ho voglia di ubriacarmi stasera.""Dai"" mi incita Ryan.",0,0,0,0,0,0,0,0,0,0
"2045","Alla fine bevo insieme a loro stando attenta a non esagerare, riesco a restare ben lucida: non sento minimamente gli effetti dell‘alcool.",1,0,0,0,0,0,0,1,2,1
"2046","""Meli devo parlarti in privato"" mi raggiunge Addison, sembra essere preoccupata.",0,0,0,0,0,0,0,0,0,0
"2047","Dietro di lei Tyler si passa una mano fra i capelli, anche lui pare agitato.",1,0,0,0,0,0,0,0,1,0
"2048","Addison mi prende per mano e  mi trascina nella cucina della villa, poi si guarda intorno per controllare che non ci siano orecchie indiscrete nei dintorni.""Addison mi spieghi cosa succede?"" chiedo confusa, sto perdendo la pazienza.",0,1,0,0,0,0,0,1,0,2
"2049","""Ho visto Matt e Cynthia insieme, si sono chiusi in bagno al piano di sopra"" sputa tirando un sospiro pesante.",0,1,0,1,0,0,0,1,0,2
"2050","Sento la terra cadere sotto ai miei piedi, il mio stomaco sembra stretto in una morsa.",0,0,1,0,0,1,0,0,1,1
"2051","""Stavano parlando, anzi sembrava che stessero litigando"" si dondola nervosamente mentre cerca di raccontarmi ciò che ha visto.",0,0,0,0,0,0,0,0,0,0
"2052","""Vado a vedere"" salgo di corsa le scale che portano al piano superiore, mi scontro con qualche ragazzo ubriaco durante il tragitto.",1,2,2,1,0,1,0,1,4,2
"2053","Dove cavolo sarà il bagno?",0,0,0,0,0,0,0,0,0,1
"2054","Questa villa è enorme!",0,0,0,0,0,0,0,0,0,0
"2055","Cerco un volto familiare per poter chiedere qualche informazione, noto in un angolo la ragazza per cui Ryan ha una cotta.",0,0,0,0,0,0,0,1,0,2
"2056","""Ciao Avani, sono un‘amica di Ryan non so se ti ricordi di me, sai dirmi dove è il bagno?"" le chiedo.""Ciao Melissa, è dietro quella porta lì"" mi indica l‘ultima stanza del corridoio.",0,0,0,0,0,0,0,0,0,1
"2057","Vorrei correre verso quella camera, ma sento che i miei piedi si fanno più pesanti ad ogni passo: ho paura di ciò che potrei scoprire.",2,1,0,2,0,0,2,0,2,0
"2058","""Melissa va tutto bene?",0,0,0,0,0,0,0,0,0,0
"2059","Hai bevuto?",0,0,0,0,0,0,0,0,0,0
"2060","Sei pallida, se vuoi vengo a casa con te"" Violet esce da una stanza in compagnia di un ragazzo che non ho mai visto prima d‘ora, mi tempesta di domande non appena il suo sguardo incrocia il mio.""Non ho tempo adesso"" continuo ad avanzare verso quella porta con il cuore in gola.",1,1,2,0,0,0,0,0,3,0
"2061","E ora cosa faccio?",0,0,0,0,0,0,0,0,0,0
"2062","Busso e aspetto che lui mi venga ad aprire?",0,0,0,0,0,0,0,0,0,0
"2063","Potrei semplicemente spalancare la porta, ma credo che l‘avranno chiusa a chiave.",0,0,0,0,0,0,0,0,0,0
"2064","Mi sento come bloccata, anzi, oserei definirmi paralizzata.",0,0,0,0,0,0,0,0,0,0
"2065","Volto le spalle alla porta per tornare indietro, chiederò a Matt in modo civile cosa stesse facendo con Cynthia lì dentro.",0,0,1,0,1,0,0,1,1,2
"2066","Potrebbe mentirmi però.",0,0,0,0,0,0,0,0,0,0
"2067","Potrebbe non dirmi la verità, come ha fatto con la storia delle foto.",0,0,0,0,0,0,0,1,0,0
"2068","E se dovessi scoprire qualcosa?",0,0,0,0,0,0,1,0,0,0
"2069","Ho paura di perderlo, ho paura di soffrire di nuovo per lui.",2,1,0,2,0,0,1,0,3,0
"2070","Avvicino il mio orecchio al legno freddo della porta.",0,0,0,0,0,0,0,0,2,0
"2071","""Cosa stai dicendo?"" sento la voce fastidiosa di Cynthia.",0,0,0,0,0,0,0,0,0,0
"2072","""Mi hai fatto credere che tu fossi interessato a me"" sta praticamente gridando, ma non riesco a sentire la voce di Matt.",0,0,1,1,0,2,0,1,0,1
"2073","""Non ti ho fatto credere un bel niente"" lo sento ribattere dopo qualche minuto, per fortuna ha alzato il tono di voce.""Invece sì, io non sono matta.",0,2,0,0,3,0,3,2,0,3
"2074","Non mi faccio i film mentali"" piagnucola lei in risposta.",0,0,0,0,0,0,0,0,0,0
"2075","Matt aggiunge qualcosa, ma non riesco a sentire:",0,0,0,0,0,0,0,0,0,0
"2076","ha ripreso a parlare a voce troppo bassa.",0,0,0,0,0,0,0,0,0,1
"2077","Sto tremando, ho paura di sentire qualcosa che potrebbe ferirmi ancora una volta.",2,1,0,2,0,0,1,0,2,1
"2078","Secondo voi cosa sta succedendo fra Cynthia e Matt?",0,0,0,0,0,0,0,0,0,0
"2079","Mi appoggio con la schiena contro la porta, sembra che le mie gambe stiano per cedere da un momento all‘altro.",1,0,0,0,0,0,0,0,2,0
"2080","Il cuore mi martella nel petto ed è come se il mio stomaco fosse stato messo sottosopra.",0,0,1,0,0,0,0,0,0,0
"2081","""Mattia è un mio amico e io sono fidanzato con una ragazza, voglio fare le cose per bene con lei"" Matt sbotta, segue poi un colpo sordo contro le parti.",2,0,0,0,1,0,0,1,3,1
"2082","Quando è arrabbiato colpirebbe qualsiasi oggetto che lo circonda, non voglio che si ferisca.",1,0,1,0,0,0,0,0,1,0
"2083","Avverto dei passi avvicinarsi alla porta contro cui sono appoggiata, non voglio che mi trovino qui davanti a origliare.",1,0,0,0,0,0,0,0,1,0
"2084","Mi volto e cerco di allontanarmi il più possibile, ma forse ormai è troppo tardi perché sento girare la maniglia della porta alle mie spalle.",0,0,0,0,0,0,0,0,0,0
"2085","""Melissa"" è la voce di Matt che mi sta chiamando.",0,0,0,0,0,0,0,0,0,0
"2086","Mi raggiunge in pochi passi, mi appoggia una mano sulla spalla e mi fa voltare verso di lui.",0,0,0,0,0,0,0,1,0,1
"2087","""Che ci fai qua sopra?"" mi guarda accigliato, non riesco a capire se sia arrabbiato o meno.""Cosa ci fai tu qua sopra con la ragazza di un tuo amico?"" sbotto indicando Cynthia che sta osservando la scena in disparte.",2,0,2,0,1,2,0,1,3,1
"2088","""Non è come pensi!"" sbuffa mentre si passa una mano fra i capelli per sistemarli, riesco a percepire dai suoi occhi che è furioso.",2,0,2,1,0,0,0,1,2,1
"2089","Dovrei essere io quella infuriata, non lui.",0,0,0,0,0,0,0,0,0,0
"2090","Non ha alcun diritto di essere arrabbiato con me.",1,0,1,0,0,0,0,0,1,0
"2091","""Okay spiegami Matt"" dico con tono sarcastico e appoggio le mani sui miei fianchi.""Matt"" Cynthia piagnucola cercando di attirare la tua attenzione.",0,0,0,0,0,0,0,0,0,1
"2092","""Basta lasciami stare Cynthia, hai già fatto abbastanza e vedi piuttosto di dare delle spiegazioni a Mattia"" Matt si gira nella sua direzione e le risponde in malo modo.",0,0,0,0,0,0,0,2,0,2
"2093","""Melissa vieni con me"" mi prende poi lui per mano e mi trascina in una camera da letto vuota.",0,0,0,0,0,0,0,0,0,0
"2094","""So camminare non devi tirarmi così"" sbuffo acidamente ritirando la mia mano.",0,0,0,0,0,0,0,0,0,0
"2095","""Mi aspetto una spiegazione da te"" lo incalzo, ma forse sto facendo una tragedia per nulla.",0,0,0,0,0,0,0,0,0,0
"2096","In fondo lui ha ribadito a Cynthia di essere fidanzato con me, non pare avere fatto nulla di male nel miei confronti.",4,0,2,4,0,6,0,1,7,0
"2097","""Sono mesi che Cynthia ci prova con me alle spalle di Mattia, non ho detto nulla per non farlo soffrire"" borbotta.",0,0,0,0,0,0,0,2,1,0
"2098","""Mi ha anche inviato delle foto, beh penso che tu abbia capito"" storce il naso.",0,0,1,0,0,0,0,0,0,0
"2099","""Ho sentito cosa stavate dicendo, lei ha sostenuto che tu gli hai fatto credere di essere interessato"" biascico.",0,0,1,1,0,2,0,1,0,1
"2100","""Non c‘è mai stato nulla fra me e lei, l‘avevo già respinta più volte anche prima di conoscere te"" sbuffa.",0,0,0,0,0,0,0,0,0,0
"2101","""Mattia è un mio amico, che razza di persona credi che io sia?",0,0,0,0,1,0,0,1,0,1
"2102","Sono uno stronzo, ma ho un codice morale anche io"" aggiunge esasperato dalle mie insinuazioni.",1,0,0,0,0,0,0,1,0,1
"2103","""Giurami che non c‘è mai stato niente fra voi"" gli chiedo con un filo di voce.""Te lo giuro, se vuoi ti do il mio telefono Melissa.",0,0,0,0,0,0,0,0,0,0
"2104","Controlla le nostre conversazioni, l‘ho sempre respinta.",0,0,0,0,0,0,0,0,0,0
"2105","Non sono un mostro"" mi porge il suo cellulare, ma non lo prendo per dimostrargli che mi voglio fidare di lui.",1,0,1,2,0,0,0,0,2,0
"2106","""Avresti potuto dirmelo prima per non lasciare spazio a dubbi"" abbasso lo sguardo.""E tu lo avresti detto subito a Mattia, vi confessate tutto voi due.",0,1,0,0,0,0,1,1,1,1
"2107","Non volevo che il mio amico soffrisse"" mi spiega mentre stringe i pugni lungo i fianchi.",0,1,0,0,1,0,0,1,0,1
"2108","""Mattia lo sa e non sono stata io a dirglielo, come credi che io lo sia venuta a sapere?"" dico sarcastica.",0,0,0,0,0,0,0,0,0,0
"2109","""Avresti potuto dirmelo"" mia ammonisce, sembra sorpreso.",0,0,0,0,0,0,1,0,0,0
"2110","""Mattia è arrabbiato con me?"" domanda poi corrugando la fronte.",2,0,1,0,0,0,0,0,2,1
"2111","""No, ha detto che sei stato un buon amico"" gli spiego, mi appoggio con la schiena al muro freddo della stanza.",0,0,0,0,1,0,0,2,3,1
"2112","Matt tira un sospiro di sollievo, credo che temesse che il suo amico avesse avuto una reazione differente.",0,0,0,0,1,0,0,1,0,3
"2113","""Riuscirai mai a fidarti di me Melissa?"" sembra essere triste e deluso allo stesso tempo.",1,1,2,1,0,3,0,0,3,0
"2114","""Mi dispiace, ma cerca di capirmi insomma, prova a metterti al mio posto"" balbetto.",0,0,0,0,0,0,0,1,0,0
"2115","""Io lo so bene che è difficile fidarsi di me, ma puoi almeno provarci?"" sospira pesantemente.",0,0,0,1,0,1,0,0,2,0
"2116","""Melissa io voglio te, non riesco e non voglio più a avvicinarmi alle altre ragazze"" mi prende il volto fra le mani.",0,0,0,0,0,0,0,0,0,0
"2117","""Voglio te"" ripete deciso.",0,0,0,0,0,0,0,0,0,0
"2118","Sfiora le mie labbra con le sue, chiede subito con la lingua l‘accesso alla mia bocca.",0,1,0,0,0,0,2,0,1,1
"2119","Glielo permetto, la sua lingua accarezza dolcemente la mia.",0,0,0,0,0,0,0,0,0,0
"2120","Le nostre labbra si scontrano sempre più intensamente, stringe le sue mani sui miei fianchi.",0,0,0,0,0,0,0,0,0,0
"2121","""Voglio te"" mi ripete di nuovo a fior di labbra, mi lascia poi un bacio a stampo proprio all‘angolo della mia bocca.""Adesso ci divertiamo un po‘"" ridacchia mentre mi porta fuori dalla stanza e poi verso la pista da ballo.",0,1,0,0,1,0,2,0,0,1
"2122","Stiamo ballando con i nostri amici da un pezzo ormai.",0,0,0,0,0,0,0,0,0,0
"2123","Tanti corpi sudati si dimenano intorno a noi fino a farmi quasi sentire soffocata, mi irrigidisco quando un giramento di capo scuote il mio corpo.",0,0,0,0,0,0,0,1,0,2
"2124","Mi manca il respiro, mi sento chiusa e costretta.",0,0,0,0,0,0,1,0,0,0
"2125","""Matt torno subito, vado a prendere una boccata d‘aria"" sussurro all‘orecchio del mio ragazzo.",0,1,1,0,0,0,1,0,2,1
"2126","""Ti accompagno?"" mi domanda appoggiando una mano dietro la mia schiena.",1,0,0,0,0,0,0,0,1,1
"2127","""Torno subito davvero, sta tranquillo resta qui con gli altri"" gli stampo un leggero bacio sulle labbra.",0,3,0,0,3,1,3,1,1,5
"2128","Esco fuori in giardino e, non appena l‘aria fresca della sera investe i miei sensi, mi sento decisamente meglio.",0,0,0,0,1,0,0,0,0,1
"2129","Non c‘è praticamente nessuno qua fuori, riesco perfino a sentire il verso emesso da qualche grillo nascosto forse fra i cespugli.",0,2,0,2,0,0,1,1,3,0
"2130","Avevo un tremendo fastidio alla testa, ora sembra essersi alleviato e mio respiro è tornato ad essere regolare.",2,0,1,0,0,0,1,0,2,1
"2131","""Hey bellezza"" un gruppo di ragazzi ubriachi si avvicina a me, tento di ignorarli.",0,0,0,0,1,0,0,0,1,1
"2132","Da dove sono sbucati?""",0,0,0,0,0,0,0,0,0,0
"2133","Che fai non rispondi?"" uno di loro si avvicina a me, continuo a non prestargli attenzione sperando che se ne vadano.",0,0,0,0,0,0,0,0,0,1
"2134","Mi guardo intorno per cercare qualcuno che possa venire in mio soccorso, ma non c‘è nessun altro qua fuori.",0,2,0,0,0,0,0,0,0,1
"2135","""Ti va di divertirti un po‘ con noi?"" un ragazzo dai capelli rossi e con il viso ricoperto di lentiggini si avvicina pericolosamente a me.",0,0,1,0,0,0,0,0,1,0
"2136","""No, lasciami stare"" cerco di allontanarmi dal gruppo, ma il ragazzo mi afferra per un polso.",0,0,1,0,0,0,0,0,3,0
"2137","Sta stringendo troppo, comincia a formicolarmi il braccio per via della sua stretta.",0,0,0,0,0,0,0,0,0,0
"2138","Sono spaventata, non riesco a capire che intenzione abbiano questi ragazzi.",0,0,0,0,0,0,0,0,0,0
"2139","Sento il cuore in gola, ho il respiro affannato di nuovo.",0,0,1,0,0,0,1,0,1,0
"2140","E ora cosa succederà?",0,0,0,0,0,0,0,0,0,0
"2141","Vi è piaciuto il capitolo?",0,0,0,0,0,0,0,0,0,0
"2142","Continuo a guardarmi intorno in cerca di aiuto, ma ci siamo solo io e questo gruppo di ragazzi ubriachi nel giardino.",0,0,0,0,1,0,0,0,1,2
"2143","Sono cinque e io sono una sola, non ho scampo e non posso scappare in nessun modo.",0,0,0,0,0,0,0,0,0,0
"2144","Perché sono uscita da sola.",0,0,0,0,0,0,0,0,0,0
"2145","Spero che Matt venga a cercarmi non vedendomi tornare, ormai sono dieci minuti che sono qua fuori.",0,0,0,0,0,0,0,0,0,0
"2146","Si starà sicuramente chiedendo dove io sia, almeno spero sia così.",0,0,0,0,0,0,0,1,0,0
"2147","""Cos‘é quella faccia spaventata?"" un ragazzo con i capelli neri e gli occhi scurissimi si avvicina raggiungendo quello dai capelli rossi.",0,0,1,0,0,0,0,0,1,0
"2148","È talmente tanto vicino al mio viso che riesco a sentire l‘odore di alcol pungente che proviene dalla sua bocca.""Dai ci divertiamo un po‘"" uno dei due mi afferra per il polso.",1,1,1,0,0,0,1,1,2,1
"2149","Cerco di sottrarmi alla sua stretta, ma aumenta la presa.",0,0,0,0,0,0,0,0,0,0
"2150","Il cuore mi martella nel petto, le gambe mi tremano e sembrano non riuscire neanche a sostenere il mio peso.",1,2,1,2,1,1,1,1,3,3
"2151","Tento di ricompormi, la mia paura non fa altro che farli divertire di più.",2,1,0,2,2,0,1,0,2,2
"2152","Il ragazzo dai capelli scuri mi prende per le spalle e mi fa voltare in direzione dei suoi compagni, cerco di divincolarmi invano.",0,0,1,0,0,0,0,0,1,0
"2153","Il roscio continua a avvicinarsi a me barcollando: ho paura di quello che potrebbe succedere.",2,2,0,2,0,0,1,0,2,0
"2154","""Melissa?"" avverto in lontananza la voce di Matt, le mie spalle si rilassano all‘istante.",0,0,0,0,0,0,0,0,0,0
"2155","""Matt"" cerco di gridare per farmi notare dal mio ragazzo, ma il ragazzo dagli occhi scuri mi tappa la bocca con la sua mano.",0,0,1,0,0,0,1,0,1,0
"2156","Mi sento mancare il respiro.",0,0,0,0,0,0,1,0,0,0
"2157","""Ma che.."" scorgo la figura di Matt insieme a Quinton, lanciano un occhiata di fuoco al gruppo che mi sta accerchiando.",0,0,0,1,0,0,0,1,1,2
"2158","Quegli occhi di ghiaccio che riconoscerei fra mille si soffermano sul mio viso, si dipinge sul suo volto un‘espressione sconvolta e preoccupata allo stesso tempo.",0,1,0,0,0,0,0,0,0,0
"2159","Matt afferra il ragazzo dagli occhi scuri per la maglia e lo spinge via da me, il tipo si accascia a terra per via di tutto l‘alcol che avrà assunto questa sera.",0,0,1,0,1,0,0,1,1,2
"2160","Quinton scansa con una gomitata il ragazzo con i capelli rossi, è talmente ubriaco che scoppia a ridere portandosi una mano allo stomaco.",0,0,3,0,0,0,0,0,2,0
"2161","""Stai bene?""",0,0,0,0,0,0,0,0,0,0
"2162","Quinton si avvicina a me.",0,0,0,0,0,0,0,0,0,0
"2163","Annuisco debolmente, la mie gambe continuano a tremare per la paura che ho provato fino ad ora.",2,1,0,2,0,0,1,0,2,0
"2164","""Non provate più a avvicinarvi alla mia ragazza!",0,0,0,0,0,0,0,0,0,0
"2165","La prossima volta non vi risparmierò, oggi mi sento buono"" grida Matt al gruppo.",0,0,0,0,0,0,0,1,1,0
